0,05	0,5935272	0,0539653333333	-0,440649135802
0,1	0,59682	0,0354433333333	-0,532454567901
0,15	0,5984664	0,005488	-0,63993637037
0,2	0,5976432	-0,0304888888889	-0,699254197531
0,25	0,595448	-0,0689048888889	-0,649201604938
0,3	0,5907832	-0,104272	-0,405840987654
0,35	0,5839232	-0,116010222222	-0,0253227160494
0,4	0,5781608	-0,104576888889	0,321911851852
0,45	0,5729472	-0,0788137777778	0,564806666667
0,5	0,5699288	-0,0435991111111	0,697941481481
0,55	0,5685568	-0,00625022222222	0,748332839506
0,6	0,5691056	0,0343	0,71216962963
0,65	0,572124	0,0705817777778	0,550578518519
0,7	0,5767888	0,0931435555556	0,299214567901
0,75	0,5820024	0,101375555556	0,0180392592593
0,8	0,5874904	0,0949728888889	-0,260425925926
0,85	0,5921552	0,0731733333333	-0,484349876543
0,9	0,5951736	0,042532	-0,618839753086
0,95	0,5965456	0,00746977777778	-0,665335308642
1	0,5957224	-0,0250008888889	-0,663472098765
1,05	0,5943504	-0,0612826666667	-0,587503950617
1,1	0,5894112	-0,0914666666667	-0,353586419753
1,15	0,5841976	-0,100308444444	-0,0417528395062
1,2	0,5787096	-0,0934484444444	0,23967654321
1,25	0,5743192	-0,0724111111111	0,448948888889
1,3	0,5715752	-0,0489346666667	0,639758518519
1,35	0,5685568	-0,00853688888889	0,795929382716
1,4	0,5702032	0,0407026666667	0,744437037037
1,45	0,573496	0,0739355555556	0,517548888889
1,5	0,5781608	0,0934484444444	0,239845925926
1,55	0,5833744	0,0981742222222	-0,0521698765432
1,6	0,588588	0,087808	-0,32885654321
1,65	0,592704	0,0637217777778	-0,561334320988
1,7	0,595448	0,0282022222222	-0,706749382716
1,75	0,5957224	-0,0121955555556	-0,72758345679
1,8	0,594076	-0,049392	-0,628155802469
1,85	0,5905088	-0,0791186666667	-0,428453580247
1,9	0,5855696	-0,0949728888889	-0,162522716049
1,95	0,580356	-0,0951253333333	0,110437530864
2	0,5756912	-0,0839968888889	0,383567160494
2,05	0,5713008	-0,0568617777778	0,63840345679
2,1	0,56938	-0,0161591111111	0,78932345679
2,15	0,56938	0,0304888888889	0,755531604938
2,2	0,5729472	0,0667706666667	0,557777283951
2,25	0,5767888	0,0871982222222	0,316660987654
2,3	0,5820024	0,097412	0,0801180246914
2,35	0,5869416	0,09604	-0,170568395062
2,4	0,5921552	0,0814053333333	-0,435228888889
2,45	0,5957224	0,0512213333333	-0,662540493827
2,5	0,5976432	0,0117382222222	-0,794828395062
2,55	0,5973688	-0,0358244444444	-0,756039753086
2,6	0,5935272	-0,0725635555556	-0,533640246914
2,65	0,5891368	-0,0893324444444	-0,281090617284
2,7	0,584472	-0,0990888888889	-0,0434466666667
2,75	0,5787096	-0,0952777777778	0,215624197531
2,8	0,5743192	-0,0771368888889	0,455470123457
2,85	0,5704776	-0,0468004444444	0,628663950617
2,9	0,56938	-0,009604	0,695400740741
2,95	0,5696544	0,0257631111111	0,677361481481
3	0,5718496	0,0615875555556	0,569634074074
3,05	0,57624	0,0871982222222	0,364342222222
3,1	0,5811792	0,0993937777778	0,117551604938
3,15	0,5866672	0,0986315555556	-0,139147901235
3,2	0,591332	0,0873506666667	-0,423118024691
3,25	0,5962712	0,0571666666667	-0,69802617284
3,3	0,5979176	0,009604	-0,805922962963
3,35	0,59682	-0,0318608888889	-0,733003703704
3,4	0,5943504	-0,065856	-0,581152098765
3,45	0,58996	-0,0911617777778	-0,375521481481
3,5	0,5850208	-0,107930666667	-0,078762962963
3,55	0,5781608	-0,102595111111	0,279227407407
3,6	0,5737704	-0,07546	0,547614320988
3,65	0,5704776	-0,0419222222222	0,686931604938
3,7	0,56938	-0,00320133333333	0,72673654321
3,75	0,5702032	0,0343	0,669315802469
