      0,35	  0,583923	   0,11601	-0,0253227
      0,75	  0,582002	  0,101376	 0,0180393
      1,15	  0,584198	  0,100308	-0,0417528
      1,55	  0,583374	 0,0981742	-0,0521699
      1,95	  0,580356	 0,0951253	  0,110438
       2,3	  0,582002	  0,097412	  0,080118
       2,7	  0,584472	 0,0990889	-0,0434467
       3,1	  0,581179	 0,0993938	  0,117552
       3,5	  0,585021	  0,107931	 -0,078763
       3,9	  0,582826	 0,0952778	-0,0339612
       4,3	  0,582002	  0,091924	  0,086724
       4,7	  0,584472	 0,0890276	-0,0268472
      5,05	  0,585295	  0,090552	 -0,129239
      5,45	  0,582826	  0,105796	 0,0253227
      5,85	  0,584198	  0,107626	-0,0360785
      6,25	  0,581728	 0,0900947	 0,0453099
      6,65	  0,584746	 0,0890276	 -0,137539
      7,05	  0,583374	 0,0893324	-0,0442936
      7,45	  0,581454	 0,0875031	 0,0634338
      7,85	  0,586667	 0,0870458	 -0,142366
       8,2	  0,584746	 0,0871982	-0,0851148
      8,65	   0,58557	 0,0893324	-0,0648736
         9	   0,58557	  0,100004	-0,0995123
       9,4	  0,582277	 0,0833871	 0,0234595
      9,75	  0,586942	 0,0739356	 -0,118907
     10,15	  0,580905	 0,0762222	  0,115858
      10,6	  0,581179	 0,0832347	  0,057336
     10,95	  0,580356	 0,0971071	  0,163454
     11,35	  0,584472	 0,0969547	 -0,051577
     11,75	  0,580905	 0,0832347	 0,0849454
     12,15	  0,585021	 0,0804907	-0,0651277
     12,55	  0,582277	 0,0807956	 0,0147363
     12,95	  0,581728	 0,0789662	 0,0499679
     13,35	  0,585844	 0,0783564	 -0,102222
      13,7	  0,585021	 0,0792711	 -0,114926
     14,15	  0,585021	 0,0818627	-0,0437854
     14,55	  0,581454	 0,0899422	  0,108828
      14,9	  0,581454	 0,0759173	 0,0604696
      15,3	  0,582826	 0,0760698	 0,0390427
      15,7	    0,5831	 0,0751551	 0,0319286
      16,1	  0,581454	 0,0766796	 0,0608931
      16,5	  0,586118	 0,0885702	  -0,14262
     16,85	  0,584746	  0,086436	-0,0762222
     17,25	  0,580905	 0,0733258	 0,0785089
     17,65	   0,58557	  0,072716	 -0,135506
     18,05	  0,581728	 0,0742404	 0,0439548
     18,45	  0,582002	 0,0725636	 0,0323521
     18,85	  0,585021	 0,0721062	-0,0575054
      19,2	  0,585021	  0,072716	 -0,110183
     19,65	  0,584198	 0,0861311	 -0,023883
     20,05	  0,582551	 0,0846067	 0,0430232
      20,4	  0,580905	 0,0714964	  0,086724
      20,8	  0,583374	 0,0647889	-0,00313358
      21,2	  0,582551	  0,064484	 0,0833363
      21,6	  0,582002	 0,0693622	 0,0162607
     21,95	  0,581728	 0,0821676	 0,0846914
     22,35	  0,584746	 0,0814053	-0,0736815
      22,8	  0,584198	  0,065856	-0,0773232
      23,2	  0,582002	 0,0669231	 0,0322674
     23,55	  0,581728	 0,0653987	 0,0507301
     23,95	  0,582826	 0,0664658	0,00618247
     24,35	  0,585021	 0,0660084	-0,0347235
     24,75	  0,581728	 0,0679902	 0,0583523
     25,15	  0,583923	 0,0675329	-0,0276941
     25,55	    0,5831	 0,0792711	 0,0254074
      25,9	  0,581179	 0,0628071	  0,071903
     26,25	  0,586667	 0,0527458	 -0,120008
     26,75	  0,585844	 0,0557947	-0,0819812
      27,1	  0,582551	 0,0635693	-0,00482741
      27,5	  0,585295	 0,0742404	 -0,093838
     27,85	  0,584746	 0,0737831	-0,0788477
